STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,Q,Financing source,F,Financing scheme,UNIT,Measurement unit,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation value (DotStat),DIFF_REGION_STATE,Date of spatial reference,DIFF_LAST_UPDATE,Update date,DIFF_EMBARGO_DATE,Date of publication,DIFF_DB_STATE,Database state,MULT,Unit Multiplier,OBS_STATUS,Code list for Observation Status,DECIMALS,Decimals,DIFF_REGION_REF,Spatial reference
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2020,,90.028,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2021,,91.235,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2022,,89.775,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2023,,95.125,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2010,,14303.846,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2011,,14832.552,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2012,,16039.353,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2013,,16064.961,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2014,,16526.367,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2015,,16735.122,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2016,,17368.678,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2017,,17869.318,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2018,,17995.111,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2019,,18338.857,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2020,,20070.142,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2021,,20149.909,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2022,,20307.418,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,_T,Total,CHF,Swiss franc,A,Annual,2023,,20684.822,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2010,,791.416,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2011,,708.27,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2012,,736.044,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2013,,759.866,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2014,,780.72,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2015,,810.961,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2016,,852.071,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2017,,885.331,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2018,,962.237,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2019,,1121.753,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2020,,1146.606,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2021,,1154.284,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2022,,1084.819,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_5,Enterprises,F_2_3,Disability insurance,CHF,Swiss franc,A,Annual,2023,,1178.733,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2010,,1884.215,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2011,,1918.855,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2012,,1969.186,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2013,,2193.921,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2014,,2203.947,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2015,,2248.296,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2016,,2339.729,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2017,,2279.091,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2018,,2331.18,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2019,,2390.642,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2020,,2308.963,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2021,,2303.271,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2022,,2363.385,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_2_4,Accident insurance,CHF,Swiss franc,A,Annual,2023,,2539.659,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2010,,575.108,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2011,,533.664,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2012,,566.841,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2013,,749.826,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2014,,731.825,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2015,,786.083,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2016,,744.419,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2017,,756.141,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2018,,899.048,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2019,,898.018,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2020,,1244.251,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2021,,1087.426,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2022,,1260.762,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,_T,Total,F_3_3,Financing by service providers,CHF,Swiss franc,A,Annual,2023,,1316.781,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2010,,76.014,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2011,,76.414,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2012,,80.38,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2013,,85.461,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2014,,85.57,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2015,,90.607,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2016,,90.911,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2017,,91.088,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2018,,85.702,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2019,,92.129,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2020,,90.028,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2021,,91.235,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2022,,89.775,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_1,Confederation,F_2_5,Military insurance,CHF,Swiss franc,A,Annual,2023,,95.125,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,P,Provisional value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2010,,10349.115,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2011,,10849.416,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2012,,12122.183,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2013,,12110.315,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2014,,12583.726,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2015,,12749.708,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2016,,13255.918,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2017,,13731.709,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2018,,13723.347,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2019,,13847.835,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
DATAFLOW,CH1.COU:DF_COU_HEALTH_FINANCING(1.0.0),Financing of health care,I,Q_2,Cantons,F_1,State,CHF,Swiss franc,A,Annual,2020,,15079.342,,2022-01-01,,2025-04-28T08:30,,2025-04-28T08:30,,2025-03-31,,6,Millions,A,Normal value,3,Three,CH,Switzerland
